"Numero_observation";"Code_postal";"Espece";"Humidite_sol";"Difficulte_enfoncer_crayon";"Environnement";"Placette";"Nombre_individus"
96672;"59190";"Anécique tête rouge";"humide";"tres_facile";"Péri-urbain";1;1
96672;"59190";"Anécique tête rouge";"humide";"tres_facile";"Péri-urbain";2;3
96672;"59190";"Anécique tête rouge";"humide";"tres_facile";"Péri-urbain";3;0
96672;"59190";"Endogé";"humide";"tres_facile";"Péri-urbain";1;12
96672;"59190";"Endogé";"humide";"tres_facile";"Péri-urbain";2;25
96672;"59190";"Endogé";"humide";"tres_facile";"Péri-urbain";3;0
96672;"59190";"Epigé";"humide";"tres_facile";"Péri-urbain";1;16
96672;"59190";"Epigé";"humide";"tres_facile";"Péri-urbain";2;0
96672;"59190";"Epigé";"humide";"tres_facile";"Péri-urbain";3;0
96673;"59190";"Anécique tête noire";"humide";"facile";"Urbain";1;2
96673;"59190";"Anécique tête noire";"humide";"facile";"Urbain";2;3
96673;"59190";"Anécique tête noire";"humide";"facile";"Urbain";3;0
96673;"59190";"Anécique tête rouge";"humide";"facile";"Urbain";1;5
96673;"59190";"Anécique tête rouge";"humide";"facile";"Urbain";2;3
96673;"59190";"Anécique tête rouge";"humide";"facile";"Urbain";3;11
96673;"59190";"Endogé";"humide";"facile";"Urbain";1;2
96673;"59190";"Endogé";"humide";"facile";"Urbain";2;12
96673;"59190";"Endogé";"humide";"facile";"Urbain";3;13
96673;"59190";"Epigé";"humide";"facile";"Urbain";1;2
96673;"59190";"Epigé";"humide";"facile";"Urbain";2;1
96673;"59190";"Epigé";"humide";"facile";"Urbain";3;4
96674;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;0
96674;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
96674;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
96674;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;1
96674;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
96674;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
96674;"78700";"Endogé";"humide";"peu_difficile";"Urbain";1;5
96674;"78700";"Endogé";"humide";"peu_difficile";"Urbain";2;0
96674;"78700";"Endogé";"humide";"peu_difficile";"Urbain";3;0
96674;"78700";"Epigé";"humide";"peu_difficile";"Urbain";1;0
96674;"78700";"Epigé";"humide";"peu_difficile";"Urbain";2;0
96674;"78700";"Epigé";"humide";"peu_difficile";"Urbain";3;0
96675;"78700";"Anécique tête noire";"sec";"";"Urbain";1;5
96675;"78700";"Anécique tête noire";"sec";"";"Urbain";2;0
96675;"78700";"Anécique tête noire";"sec";"";"Urbain";3;0
96675;"78700";"Anécique tête rouge";"sec";"";"Urbain";1;0
96675;"78700";"Anécique tête rouge";"sec";"";"Urbain";2;0
96675;"78700";"Anécique tête rouge";"sec";"";"Urbain";3;0
96675;"78700";"Endogé";"sec";"";"Urbain";1;2
96675;"78700";"Endogé";"sec";"";"Urbain";2;0
96675;"78700";"Endogé";"sec";"";"Urbain";3;0
96675;"78700";"Epigé";"sec";"";"Urbain";1;0
96675;"78700";"Epigé";"sec";"";"Urbain";2;0
96675;"78700";"Epigé";"sec";"";"Urbain";3;0
96676;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;5
96676;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
96676;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
96676;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;4
96676;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
96676;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
96676;"78700";"Endogé";"humide";"peu_difficile";"Urbain";1;2
96676;"78700";"Endogé";"humide";"peu_difficile";"Urbain";2;0
96676;"78700";"Endogé";"humide";"peu_difficile";"Urbain";3;0
96676;"78700";"Epigé";"humide";"peu_difficile";"Urbain";1;2
96676;"78700";"Epigé";"humide";"peu_difficile";"Urbain";2;0
96676;"78700";"Epigé";"humide";"peu_difficile";"Urbain";3;0
96677;"78700";"Anécique tête noire";"";"peu_difficile";"Urbain";1;0
96677;"78700";"Anécique tête noire";"";"peu_difficile";"Urbain";2;0
96677;"78700";"Anécique tête noire";"";"peu_difficile";"Urbain";3;0
96677;"78700";"Anécique tête rouge";"";"peu_difficile";"Urbain";1;1
96677;"78700";"Anécique tête rouge";"";"peu_difficile";"Urbain";2;0
96677;"78700";"Anécique tête rouge";"";"peu_difficile";"Urbain";3;0
96677;"78700";"Endogé";"";"peu_difficile";"Urbain";1;5
96677;"78700";"Endogé";"";"peu_difficile";"Urbain";2;0
96677;"78700";"Endogé";"";"peu_difficile";"Urbain";3;0
96677;"78700";"Epigé";"";"peu_difficile";"Urbain";1;6
96677;"78700";"Epigé";"";"peu_difficile";"Urbain";2;0
96677;"78700";"Epigé";"";"peu_difficile";"Urbain";3;0
96728;"59540";"Anécique tête noire";"sec";"difficile";"Urbain";1;1
96728;"59540";"Anécique tête noire";"sec";"difficile";"Urbain";2;0
96728;"59540";"Anécique tête noire";"sec";"difficile";"Urbain";3;0
96728;"59540";"Anécique tête rouge";"sec";"difficile";"Urbain";1;3
96728;"59540";"Anécique tête rouge";"sec";"difficile";"Urbain";2;2
96728;"59540";"Anécique tête rouge";"sec";"difficile";"Urbain";3;0
96728;"59540";"Endogé";"sec";"difficile";"Urbain";1;0
96728;"59540";"Endogé";"sec";"difficile";"Urbain";2;0
96728;"59540";"Endogé";"sec";"difficile";"Urbain";3;0
96728;"59540";"Epigé";"sec";"difficile";"Urbain";1;0
96728;"59540";"Epigé";"sec";"difficile";"Urbain";2;0
96728;"59540";"Epigé";"sec";"difficile";"Urbain";3;0
96750;"78700";"Anécique tête noire";"humide";"difficile";"Urbain";1;1
96750;"78700";"Anécique tête noire";"humide";"difficile";"Urbain";2;0
96750;"78700";"Anécique tête noire";"humide";"difficile";"Urbain";3;0
96750;"78700";"Anécique tête rouge";"humide";"difficile";"Urbain";1;0
96750;"78700";"Anécique tête rouge";"humide";"difficile";"Urbain";2;0
96750;"78700";"Anécique tête rouge";"humide";"difficile";"Urbain";3;0
96750;"78700";"Endogé";"humide";"difficile";"Urbain";1;1
96750;"78700";"Endogé";"humide";"difficile";"Urbain";2;0
96750;"78700";"Endogé";"humide";"difficile";"Urbain";3;0
96750;"78700";"Epigé";"humide";"difficile";"Urbain";1;1
96750;"78700";"Epigé";"humide";"difficile";"Urbain";2;0
96750;"78700";"Epigé";"humide";"difficile";"Urbain";3;0
96791;"78700";"Anécique tête noire";"sec";"difficile";"Urbain";1;1
96791;"78700";"Anécique tête noire";"sec";"difficile";"Urbain";2;0
96791;"78700";"Anécique tête noire";"sec";"difficile";"Urbain";3;0
96791;"78700";"Anécique tête rouge";"sec";"difficile";"Urbain";1;0
96791;"78700";"Anécique tête rouge";"sec";"difficile";"Urbain";2;0
96791;"78700";"Anécique tête rouge";"sec";"difficile";"Urbain";3;0
96791;"78700";"Endogé";"sec";"difficile";"Urbain";1;0
96791;"78700";"Endogé";"sec";"difficile";"Urbain";2;0
96791;"78700";"Endogé";"sec";"difficile";"Urbain";3;0
96791;"78700";"Epigé";"sec";"difficile";"Urbain";1;0
96791;"78700";"Epigé";"sec";"difficile";"Urbain";2;0
96791;"78700";"Epigé";"sec";"difficile";"Urbain";3;0
96792;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;0
96792;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
96792;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
96792;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;2
96792;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
96792;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
96792;"78700";"Endogé";"humide";"peu_difficile";"Urbain";1;2
96792;"78700";"Endogé";"humide";"peu_difficile";"Urbain";2;0
96792;"78700";"Endogé";"humide";"peu_difficile";"Urbain";3;0
96792;"78700";"Epigé";"humide";"peu_difficile";"Urbain";1;0
96792;"78700";"Epigé";"humide";"peu_difficile";"Urbain";2;0
96792;"78700";"Epigé";"humide";"peu_difficile";"Urbain";3;0
96875;"93600";"Anécique tête noire";"humide";"facile";"Urbain";1;3
96875;"93600";"Anécique tête noire";"humide";"facile";"Urbain";2;4
96875;"93600";"Anécique tête noire";"humide";"facile";"Urbain";3;2
96875;"93600";"Anécique tête rouge";"humide";"facile";"Urbain";1;4
96875;"93600";"Anécique tête rouge";"humide";"facile";"Urbain";2;4
96875;"93600";"Anécique tête rouge";"humide";"facile";"Urbain";3;6
96875;"93600";"Endogé";"humide";"facile";"Urbain";1;2
96875;"93600";"Endogé";"humide";"facile";"Urbain";2;2
96875;"93600";"Endogé";"humide";"facile";"Urbain";3;1
96875;"93600";"Epigé";"humide";"facile";"Urbain";1;23
96875;"93600";"Epigé";"humide";"facile";"Urbain";2;6
96875;"93600";"Epigé";"humide";"facile";"Urbain";3;11
96908;"27000";"Anécique tête noire";"humide";"facile";"Urbain";1;11
96908;"27000";"Anécique tête noire";"humide";"facile";"Urbain";2;20
96908;"27000";"Anécique tête noire";"humide";"facile";"Urbain";3;15
96908;"27000";"Anécique tête rouge";"humide";"facile";"Urbain";1;8
96908;"27000";"Anécique tête rouge";"humide";"facile";"Urbain";2;9
96908;"27000";"Anécique tête rouge";"humide";"facile";"Urbain";3;7
96908;"27000";"Endogé";"humide";"facile";"Urbain";1;12
96908;"27000";"Endogé";"humide";"facile";"Urbain";2;17
96908;"27000";"Endogé";"humide";"facile";"Urbain";3;25
96908;"27000";"Epigé";"humide";"facile";"Urbain";1;4
96908;"27000";"Epigé";"humide";"facile";"Urbain";2;16
96908;"27000";"Epigé";"humide";"facile";"Urbain";3;12
96941;"90000";"Anécique tête noire";"humide";"facile";"Urbain";1;3
96941;"90000";"Anécique tête noire";"humide";"facile";"Urbain";2;0
96941;"90000";"Anécique tête noire";"humide";"facile";"Urbain";3;0
96941;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";1;4
96941;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
96941;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
96941;"90000";"Endogé";"humide";"facile";"Urbain";1;15
96941;"90000";"Endogé";"humide";"facile";"Urbain";2;0
96941;"90000";"Endogé";"humide";"facile";"Urbain";3;0
96941;"90000";"Epigé";"humide";"facile";"Urbain";1;22
96941;"90000";"Epigé";"humide";"facile";"Urbain";2;0
96941;"90000";"Epigé";"humide";"facile";"Urbain";3;0
96945;"90000";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;1
96945;"90000";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;4
96945;"90000";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
96945;"90000";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;5
96945;"90000";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;7
96945;"90000";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;8
96945;"90000";"Endogé";"humide";"peu_difficile";"Urbain";1;5
96945;"90000";"Endogé";"humide";"peu_difficile";"Urbain";2;6
96945;"90000";"Endogé";"humide";"peu_difficile";"Urbain";3;10
96945;"90000";"Epigé";"humide";"peu_difficile";"Urbain";1;2
96945;"90000";"Epigé";"humide";"peu_difficile";"Urbain";2;0
96945;"90000";"Epigé";"humide";"peu_difficile";"Urbain";3;0
96947;"90000";"Anécique tête noire";"humide";"facile";"Urbain";1;1
96947;"90000";"Anécique tête noire";"humide";"facile";"Urbain";2;0
96947;"90000";"Anécique tête noire";"humide";"facile";"Urbain";3;0
96947;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";1;6
96947;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";2;8
96947;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
96947;"90000";"Endogé";"humide";"facile";"Urbain";1;8
96947;"90000";"Endogé";"humide";"facile";"Urbain";2;10
96947;"90000";"Endogé";"humide";"facile";"Urbain";3;0
96947;"90000";"Epigé";"humide";"facile";"Urbain";1;2
96947;"90000";"Epigé";"humide";"facile";"Urbain";2;0
96947;"90000";"Epigé";"humide";"facile";"Urbain";3;0
96948;"90000";"Anécique tête noire";"humide";"facile";"Urbain";1;0
96948;"90000";"Anécique tête noire";"humide";"facile";"Urbain";2;0
96948;"90000";"Anécique tête noire";"humide";"facile";"Urbain";3;0
96948;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";1;0
96948;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
96948;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
96948;"90000";"Endogé";"humide";"facile";"Urbain";1;0
96948;"90000";"Endogé";"humide";"facile";"Urbain";2;0
96948;"90000";"Endogé";"humide";"facile";"Urbain";3;0
96948;"90000";"Epigé";"humide";"facile";"Urbain";1;16
96948;"90000";"Epigé";"humide";"facile";"Urbain";2;0
96948;"90000";"Epigé";"humide";"facile";"Urbain";3;0
96949;"90000";"Anécique tête noire";"humide";"facile";"Urbain";1;3
96949;"90000";"Anécique tête noire";"humide";"facile";"Urbain";2;0
96949;"90000";"Anécique tête noire";"humide";"facile";"Urbain";3;0
96949;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";1;4
96949;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
96949;"90000";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
96949;"90000";"Endogé";"humide";"facile";"Urbain";1;0
96949;"90000";"Endogé";"humide";"facile";"Urbain";2;0
96949;"90000";"Endogé";"humide";"facile";"Urbain";3;0
96949;"90000";"Epigé";"humide";"facile";"Urbain";1;6
96949;"90000";"Epigé";"humide";"facile";"Urbain";2;0
96949;"90000";"Epigé";"humide";"facile";"Urbain";3;0
96979;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;0
96979;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
96979;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
96979;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;7
96979;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
96979;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
96979;"78700";"Endogé";"humide";"peu_difficile";"Urbain";1;0
96979;"78700";"Endogé";"humide";"peu_difficile";"Urbain";2;0
96979;"78700";"Endogé";"humide";"peu_difficile";"Urbain";3;0
96979;"78700";"Epigé";"humide";"peu_difficile";"Urbain";1;4
96979;"78700";"Epigé";"humide";"peu_difficile";"Urbain";2;0
96979;"78700";"Epigé";"humide";"peu_difficile";"Urbain";3;0
96980;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;0
96980;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
96980;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
96980;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;3
96980;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
96980;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
96980;"78700";"Endogé";"humide";"peu_difficile";"Urbain";1;0
96980;"78700";"Endogé";"humide";"peu_difficile";"Urbain";2;0
96980;"78700";"Endogé";"humide";"peu_difficile";"Urbain";3;0
96980;"78700";"Epigé";"humide";"peu_difficile";"Urbain";1;1
96980;"78700";"Epigé";"humide";"peu_difficile";"Urbain";2;0
96980;"78700";"Epigé";"humide";"peu_difficile";"Urbain";3;0
96981;"76620";"Anécique tête noire";"humide";"difficile";"Urbain";1;2
96981;"76620";"Anécique tête noire";"humide";"difficile";"Urbain";2;2
96981;"76620";"Anécique tête noire";"humide";"difficile";"Urbain";3;0
96981;"76620";"Anécique tête rouge";"humide";"difficile";"Urbain";1;0
96981;"76620";"Anécique tête rouge";"humide";"difficile";"Urbain";2;0
96981;"76620";"Anécique tête rouge";"humide";"difficile";"Urbain";3;0
96981;"76620";"Endogé";"humide";"difficile";"Urbain";1;3
96981;"76620";"Endogé";"humide";"difficile";"Urbain";2;0
96981;"76620";"Endogé";"humide";"difficile";"Urbain";3;0
96981;"76620";"Epigé";"humide";"difficile";"Urbain";1;2
96981;"76620";"Epigé";"humide";"difficile";"Urbain";2;0
96981;"76620";"Epigé";"humide";"difficile";"Urbain";3;0
97002;"78230";"Anécique tête noire";"humide";"facile";"Urbain";1;3
97002;"78230";"Anécique tête noire";"humide";"facile";"Urbain";2;6
97002;"78230";"Anécique tête noire";"humide";"facile";"Urbain";3;5
97002;"78230";"Anécique tête rouge";"humide";"facile";"Urbain";1;2
97002;"78230";"Anécique tête rouge";"humide";"facile";"Urbain";2;4
97002;"78230";"Anécique tête rouge";"humide";"facile";"Urbain";3;2
97002;"78230";"Endogé";"humide";"facile";"Urbain";1;10
97002;"78230";"Endogé";"humide";"facile";"Urbain";2;28
97002;"78230";"Endogé";"humide";"facile";"Urbain";3;0
97002;"78230";"Epigé";"humide";"facile";"Urbain";1;4
97002;"78230";"Epigé";"humide";"facile";"Urbain";2;0
97002;"78230";"Epigé";"humide";"facile";"Urbain";3;0
97003;"78230";"Anécique tête noire";"humide";"facile";"Urbain";1;5
97003;"78230";"Anécique tête noire";"humide";"facile";"Urbain";2;4
97003;"78230";"Anécique tête noire";"humide";"facile";"Urbain";3;0
97003;"78230";"Anécique tête rouge";"humide";"facile";"Urbain";1;4
97003;"78230";"Anécique tête rouge";"humide";"facile";"Urbain";2;5
97003;"78230";"Anécique tête rouge";"humide";"facile";"Urbain";3;6
97003;"78230";"Endogé";"humide";"facile";"Urbain";1;5
97003;"78230";"Endogé";"humide";"facile";"Urbain";2;7
97003;"78230";"Endogé";"humide";"facile";"Urbain";3;0
97003;"78230";"Epigé";"humide";"facile";"Urbain";1;2
97003;"78230";"Epigé";"humide";"facile";"Urbain";2;4
97003;"78230";"Epigé";"humide";"facile";"Urbain";3;0
97007;"81000";"Anécique tête noire";"sec";"difficile";"Péri-urbain";1;3
97007;"81000";"Anécique tête noire";"sec";"difficile";"Péri-urbain";2;0
97007;"81000";"Anécique tête noire";"sec";"difficile";"Péri-urbain";3;0
97007;"81000";"Anécique tête rouge";"sec";"difficile";"Péri-urbain";1;0
97007;"81000";"Anécique tête rouge";"sec";"difficile";"Péri-urbain";2;0
97007;"81000";"Anécique tête rouge";"sec";"difficile";"Péri-urbain";3;0
97007;"81000";"Endogé";"sec";"difficile";"Péri-urbain";1;0
97007;"81000";"Endogé";"sec";"difficile";"Péri-urbain";2;0
97007;"81000";"Endogé";"sec";"difficile";"Péri-urbain";3;0
97007;"81000";"Epigé";"sec";"difficile";"Péri-urbain";1;3
97007;"81000";"Epigé";"sec";"difficile";"Péri-urbain";2;0
97007;"81000";"Epigé";"sec";"difficile";"Péri-urbain";3;0
97040;"81000";"Anécique tête noire";"humide";"peu_difficile";"Rural";1;1
97040;"81000";"Anécique tête noire";"humide";"peu_difficile";"Rural";2;2
97040;"81000";"Anécique tête noire";"humide";"peu_difficile";"Rural";3;0
97040;"81000";"Anécique tête rouge";"humide";"peu_difficile";"Rural";1;5
97040;"81000";"Anécique tête rouge";"humide";"peu_difficile";"Rural";2;0
97040;"81000";"Anécique tête rouge";"humide";"peu_difficile";"Rural";3;0
97040;"81000";"Endogé";"humide";"peu_difficile";"Rural";1;0
97040;"81000";"Endogé";"humide";"peu_difficile";"Rural";2;0
97040;"81000";"Endogé";"humide";"peu_difficile";"Rural";3;0
97040;"81000";"Epigé";"humide";"peu_difficile";"Rural";1;0
97040;"81000";"Epigé";"humide";"peu_difficile";"Rural";2;0
97040;"81000";"Epigé";"humide";"peu_difficile";"Rural";3;0
97044;"93330";"Anécique tête noire";"humide";"tres_facile";"Urbain";1;3
97044;"93330";"Anécique tête noire";"humide";"tres_facile";"Urbain";2;7
97044;"93330";"Anécique tête noire";"humide";"tres_facile";"Urbain";3;9
97044;"93330";"Anécique tête rouge";"humide";"tres_facile";"Urbain";1;4
97044;"93330";"Anécique tête rouge";"humide";"tres_facile";"Urbain";2;8
97044;"93330";"Anécique tête rouge";"humide";"tres_facile";"Urbain";3;9
97044;"93330";"Endogé";"humide";"tres_facile";"Urbain";1;7
97044;"93330";"Endogé";"humide";"tres_facile";"Urbain";2;4
97044;"93330";"Endogé";"humide";"tres_facile";"Urbain";3;0
97044;"93330";"Epigé";"humide";"tres_facile";"Urbain";1;2
97044;"93330";"Epigé";"humide";"tres_facile";"Urbain";2;1
97044;"93330";"Epigé";"humide";"tres_facile";"Urbain";3;2
97062;"81000";"Anécique tête noire";"humide";"facile";"Péri-urbain";1;0
97062;"81000";"Anécique tête noire";"humide";"facile";"Péri-urbain";2;0
97062;"81000";"Anécique tête noire";"humide";"facile";"Péri-urbain";3;0
97062;"81000";"Anécique tête rouge";"humide";"facile";"Péri-urbain";1;0
97062;"81000";"Anécique tête rouge";"humide";"facile";"Péri-urbain";2;0
97062;"81000";"Anécique tête rouge";"humide";"facile";"Péri-urbain";3;0
97062;"81000";"Endogé";"humide";"facile";"Péri-urbain";1;1
97062;"81000";"Endogé";"humide";"facile";"Péri-urbain";2;0
97062;"81000";"Endogé";"humide";"facile";"Péri-urbain";3;0
97062;"81000";"Epigé";"humide";"facile";"Péri-urbain";1;1
97062;"81000";"Epigé";"humide";"facile";"Péri-urbain";2;0
97062;"81000";"Epigé";"humide";"facile";"Péri-urbain";3;0
97159;"29400";"Anécique tête noire";"humide";"difficile";"Péri-urbain";1;8
97159;"29400";"Anécique tête noire";"humide";"difficile";"Péri-urbain";2;16
97159;"29400";"Anécique tête noire";"humide";"difficile";"Péri-urbain";3;0
97159;"29400";"Anécique tête rouge";"humide";"difficile";"Péri-urbain";1;4
97159;"29400";"Anécique tête rouge";"humide";"difficile";"Péri-urbain";2;11
97159;"29400";"Anécique tête rouge";"humide";"difficile";"Péri-urbain";3;0
97159;"29400";"Endogé";"humide";"difficile";"Péri-urbain";1;1
97159;"29400";"Endogé";"humide";"difficile";"Péri-urbain";2;8
97159;"29400";"Endogé";"humide";"difficile";"Péri-urbain";3;0
97159;"29400";"Epigé";"humide";"difficile";"Péri-urbain";1;2
97159;"29400";"Epigé";"humide";"difficile";"Péri-urbain";2;0
97159;"29400";"Epigé";"humide";"difficile";"Péri-urbain";3;0
97395;"33600";"Anécique tête noire";"";"";"Urbain";1;0
97395;"33600";"Anécique tête noire";"";"";"Urbain";2;0
97395;"33600";"Anécique tête noire";"";"";"Urbain";3;0
97395;"33600";"Anécique tête rouge";"";"";"Urbain";1;0
97395;"33600";"Anécique tête rouge";"";"";"Urbain";2;0
97395;"33600";"Anécique tête rouge";"";"";"Urbain";3;0
97395;"33600";"Endogé";"";"";"Urbain";1;0
97395;"33600";"Endogé";"";"";"Urbain";2;0
97395;"33600";"Endogé";"";"";"Urbain";3;0
97395;"33600";"Epigé";"";"";"Urbain";1;0
97395;"33600";"Epigé";"";"";"Urbain";2;0
97395;"33600";"Epigé";"";"";"Urbain";3;0
97563;"93390";"Anécique tête noire";"humide";"difficile";"Urbain";1;1
97563;"93390";"Anécique tête noire";"humide";"difficile";"Urbain";2;0
97563;"93390";"Anécique tête noire";"humide";"difficile";"Urbain";3;0
97563;"93390";"Anécique tête rouge";"humide";"difficile";"Urbain";1;0
97563;"93390";"Anécique tête rouge";"humide";"difficile";"Urbain";2;0
97563;"93390";"Anécique tête rouge";"humide";"difficile";"Urbain";3;0
97563;"93390";"Endogé";"humide";"difficile";"Urbain";1;0
97563;"93390";"Endogé";"humide";"difficile";"Urbain";2;0
97563;"93390";"Endogé";"humide";"difficile";"Urbain";3;0
97563;"93390";"Epigé";"humide";"difficile";"Urbain";1;0
97563;"93390";"Epigé";"humide";"difficile";"Urbain";2;0
97563;"93390";"Epigé";"humide";"difficile";"Urbain";3;0
97564;"93390";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;0
97564;"93390";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
97564;"93390";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
97564;"93390";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;0
97564;"93390";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
97564;"93390";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
97564;"93390";"Endogé";"humide";"peu_difficile";"Urbain";1;0
97564;"93390";"Endogé";"humide";"peu_difficile";"Urbain";2;0
97564;"93390";"Endogé";"humide";"peu_difficile";"Urbain";3;0
97564;"93390";"Epigé";"humide";"peu_difficile";"Urbain";1;0
97564;"93390";"Epigé";"humide";"peu_difficile";"Urbain";2;0
97564;"93390";"Epigé";"humide";"peu_difficile";"Urbain";3;0
97629;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;0
97629;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
97629;"78700";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
97629;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;11
97629;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
97629;"78700";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";3;0
97629;"78700";"Endogé";"humide";"peu_difficile";"Urbain";1;1
97629;"78700";"Endogé";"humide";"peu_difficile";"Urbain";2;0
97629;"78700";"Endogé";"humide";"peu_difficile";"Urbain";3;0
97629;"78700";"Epigé";"humide";"peu_difficile";"Urbain";1;6
97629;"78700";"Epigé";"humide";"peu_difficile";"Urbain";2;14
97629;"78700";"Epigé";"humide";"peu_difficile";"Urbain";3;0
97647;"32800";"Anécique tête noire";"humide";"facile";"Urbain";1;0
97647;"32800";"Anécique tête noire";"humide";"facile";"Urbain";2;0
97647;"32800";"Anécique tête noire";"humide";"facile";"Urbain";3;0
97647;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";1;2
97647;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
97647;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
97647;"32800";"Endogé";"humide";"facile";"Urbain";1;13
97647;"32800";"Endogé";"humide";"facile";"Urbain";2;0
97647;"32800";"Endogé";"humide";"facile";"Urbain";3;0
97647;"32800";"Epigé";"humide";"facile";"Urbain";1;0
97647;"32800";"Epigé";"humide";"facile";"Urbain";2;0
97647;"32800";"Epigé";"humide";"facile";"Urbain";3;0
97648;"32800";"Anécique tête noire";"humide";"facile";"Urbain";1;4
97648;"32800";"Anécique tête noire";"humide";"facile";"Urbain";2;0
97648;"32800";"Anécique tête noire";"humide";"facile";"Urbain";3;0
97648;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";1;1
97648;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";2;0
97648;"32800";"Anécique tête rouge";"humide";"facile";"Urbain";3;0
97648;"32800";"Endogé";"humide";"facile";"Urbain";1;6
97648;"32800";"Endogé";"humide";"facile";"Urbain";2;0
97648;"32800";"Endogé";"humide";"facile";"Urbain";3;0
97648;"32800";"Epigé";"humide";"facile";"Urbain";1;12
97648;"32800";"Epigé";"humide";"facile";"Urbain";2;0
97648;"32800";"Epigé";"humide";"facile";"Urbain";3;0
97649;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";1;3
97649;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";2;0
97649;"32800";"Anécique tête noire";"humide";"peu_difficile";"Urbain";3;0
97649;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";1;1
97649;"32800";"Anécique tête rouge";"humide";"peu_difficile";"Urbain";2;0
